,lat,,lon,,perc,,,,race_ethn,,race_ethn,,,r_e,race_ethn,N Obs,N,Mean,Std Dev,Minimum,Maximum,cty,State Postal Code,County/State Name,popn,lat,lon,perc
"{""lat"":",-86,",""lon"":",34.8,", ""pop"":",7.1,", ""des"":""","Jackson County, AL, African American 7.1%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":34.8,""lon"":-86, ""pop"":7.1, ""des"":""Jackson County, AL, African American 7.1%"", ""cls"":""grp1"", ""grp"":1},",African American,1,14,14,0.071428571,0.267261242,0,1,1071,AL,Jackson County,92946,-86,34.8,7.1
"{""lat"":",-86.9,",""lon"":",33.6,", ""pop"":",16,", ""des"":""","Jefferson County, AL, White 16%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":33.6,""lon"":-86.9, ""pop"":16, ""des"":""Jefferson County, AL, White 16%"", ""cls"":""grp0"", ""grp"":0},",White,0,1002,1002,0.159680639,0.366492539,0,1,1073,AL,Jefferson County,1126194,-86.9,33.6,16
"{""lat"":",-86.9,",""lon"":",33.6,", ""pop"":",8.1,", ""des"":""","Jefferson County, AL, African American 8.1%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":33.6,""lon"":-86.9, ""pop"":8.1, ""des"":""Jefferson County, AL, African American 8.1%"", ""cls"":""grp1"", ""grp"":1},",African American,1,2062,2062,0.080504365,0.272138436,0,1,1073,AL,Jefferson County,1126194,-86.9,33.6,8.1
"{""lat"":",-86.9,",""lon"":",33.6,", ""pop"":",10,", ""des"":""","Jefferson County, AL, Hispanic 10%",""", ""cls"":""grp",4,""", ""grp"":",4,"},","{""lat"":33.6,""lon"":-86.9, ""pop"":10, ""des"":""Jefferson County, AL, Hispanic 10%"", ""cls"":""grp4"", ""grp"":4},",Hispanic,4,10,10,0.1,0.316227766,0,1,1073,AL,Jefferson County,1126194,-86.9,33.6,10
"{""lat"":",-88.1,",""lon"":",33.8,", ""pop"":",15.6,", ""des"":""","Lamar County, AL, White 15.6%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":33.8,""lon"":-88.1, ""pop"":15.6, ""des"":""Lamar County, AL, White 15.6%"", ""cls"":""grp0"", ""grp"":0},",White,0,45,45,0.155555556,0.3665289,0,1,1075,AL,Lamar County,26516,-88.1,33.8,15.6
"{""lat"":",-88.1,",""lon"":",33.8,", ""pop"":",13.6,", ""des"":""","Lamar County, AL, African American 13.6%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":33.8,""lon"":-88.1, ""pop"":13.6, ""des"":""Lamar County, AL, African American 13.6%"", ""cls"":""grp1"", ""grp"":1},",African American,1,22,22,0.136363636,0.351250087,0,1,1075,AL,Lamar County,26516,-88.1,33.8,13.6
"{""lat"":",-87.7,",""lon"":",34.9,", ""pop"":",11,", ""des"":""","Lauderdale County, AL, White 11%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":34.9,""lon"":-87.7, ""pop"":11, ""des"":""Lauderdale County, AL, White 11%"", ""cls"":""grp0"", ""grp"":0},",White,0,182,182,0.10989011,0.313615503,0,1,1077,AL,Lauderdale County,149402,-87.7,34.9,11
"{""lat"":",-87.7,",""lon"":",34.9,", ""pop"":",0,", ""des"":""","Lauderdale County, AL, African American 0%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":34.9,""lon"":-87.7, ""pop"":0, ""des"":""Lauderdale County, AL, African American 0%"", ""cls"":""grp1"", ""grp"":1},",African American,1,64,64,0,0,0,0,1077,AL,Lauderdale County,149402,-87.7,34.9,0
"{""lat"":",-87.3,",""lon"":",34.5,", ""pop"":",7.7,", ""des"":""","Lawrence County, AL, White 7.7%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":34.5,""lon"":-87.3, ""pop"":7.7, ""des"":""Lawrence County, AL, White 7.7%"", ""cls"":""grp0"", ""grp"":0},",White,0,52,52,0.076923077,0.269069118,0,1,1079,AL,Lawrence County,58634,-87.3,34.5,7.7
"{""lat"":",-87.3,",""lon"":",34.5,", ""pop"":",6.1,", ""des"":""","Lawrence County, AL, African American 6.1%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":34.5,""lon"":-87.3, ""pop"":6.1, ""des"":""Lawrence County, AL, African American 6.1%"", ""cls"":""grp1"", ""grp"":1},",African American,1,33,33,0.060606061,0.242305842,0,1,1079,AL,Lawrence County,58634,-87.3,34.5,6.1
"{""lat"":",-85.4,",""lon"":",32.6,", ""pop"":",22.4,", ""des"":""","Lee County, AL, White 22.4%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":32.6,""lon"":-85.4, ""pop"":22.4, ""des"":""Lee County, AL, White 22.4%"", ""cls"":""grp0"", ""grp"":0},",White,0,116,116,0.224137931,0.418822509,0,1,1081,AL,Lee County,191038,-85.4,32.6,22.4
"{""lat"":",-85.4,",""lon"":",32.6,", ""pop"":",13,", ""des"":""","Lee County, AL, African American 13%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":32.6,""lon"":-85.4, ""pop"":13, ""des"":""Lee County, AL, African American 13%"", ""cls"":""grp1"", ""grp"":1},",African American,1,192,192,0.130208333,0.337412325,0,1,1081,AL,Lee County,191038,-85.4,32.6,13
"{""lat"":",-87,",""lon"":",34.8,", ""pop"":",20.6,", ""des"":""","Limestone County, AL, White 20.6%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":34.8,""lon"":-87, ""pop"":20.6, ""des"":""Limestone County, AL, White 20.6%"", ""cls"":""grp0"", ""grp"":0},",White,0,155,155,0.206451613,0.406070402,0,1,1083,AL,Limestone County,111212,-87,34.8,20.6
"{""lat"":",-87,",""lon"":",34.8,", ""pop"":",9.7,", ""des"":""","Limestone County, AL, African American 9.7%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":34.8,""lon"":-87, ""pop"":9.7, ""des"":""Limestone County, AL, African American 9.7%"", ""cls"":""grp1"", ""grp"":1},",African American,1,72,72,0.097222222,0.298339169,0,1,1083,AL,Limestone County,111212,-87,34.8,9.7
"{""lat"":",-86.7,",""lon"":",32.1,", ""pop"":",8.3,", ""des"":""","Lowndes County, AL, White 8.3%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":32.1,""lon"":-86.7, ""pop"":8.3, ""des"":""Lowndes County, AL, White 8.3%"", ""cls"":""grp0"", ""grp"":0},",White,0,12,12,0.083333333,0.288675135,0,1,1085,AL,Lowndes County,21082,-86.7,32.1,8.3
"{""lat"":",-86.7,",""lon"":",32.1,", ""pop"":",3.2,", ""des"":""","Lowndes County, AL, African American 3.2%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":32.1,""lon"":-86.7, ""pop"":3.2, ""des"":""Lowndes County, AL, African American 3.2%"", ""cls"":""grp1"", ""grp"":1},",African American,1,63,63,0.031746032,0.176731432,0,1,1085,AL,Lowndes County,21082,-86.7,32.1,3.2
"{""lat"":",-85.7,",""lon"":",32.4,", ""pop"":",30,", ""des"":""","Macon County, AL, White 30%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":32.4,""lon"":-85.7, ""pop"":30, ""des"":""Macon County, AL, White 30%"", ""cls"":""grp0"", ""grp"":0},",White,0,10,10,0.3,0.483045892,0,1,1087,AL,Macon County,34922,-85.7,32.4,30
"{""lat"":",-85.7,",""lon"":",32.4,", ""pop"":",14.7,", ""des"":""","Macon County, AL, African American 14.7%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":32.4,""lon"":-85.7, ""pop"":14.7, ""des"":""Macon County, AL, African American 14.7%"", ""cls"":""grp1"", ""grp"":1},",African American,1,136,136,0.147058824,0.355473847,0,1,1087,AL,Macon County,34922,-85.7,32.4,14.7
"{""lat"":",-86.6,",""lon"":",34.8,", ""pop"":",21.9,", ""des"":""","Madison County, AL, White 21.9%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":34.8,""lon"":-86.6, ""pop"":21.9, ""des"":""Madison County, AL, White 21.9%"", ""cls"":""grp0"", ""grp"":0},",White,0,529,529,0.219281664,0.414151485,0,1,1089,AL,Madison County,479228,-86.6,34.8,21.9
"{""lat"":",-86.6,",""lon"":",34.8,", ""pop"":",11.5,", ""des"":""","Madison County, AL, African American 11.5%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":34.8,""lon"":-86.6, ""pop"":11.5, ""des"":""Madison County, AL, African American 11.5%"", ""cls"":""grp1"", ""grp"":1},",African American,1,454,454,0.114537445,0.318814211,0,1,1089,AL,Madison County,479228,-86.6,34.8,11.5
"{""lat"":",-87.8,",""lon"":",32.2,", ""pop"":",20.7,", ""des"":""","Marengo County, AL, White 20.7%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":32.2,""lon"":-87.8, ""pop"":20.7, ""des"":""Marengo County, AL, White 20.7%"", ""cls"":""grp0"", ""grp"":0},",White,0,29,29,0.206896552,0.41225082,0,1,1091,AL,Marengo County,36476,-87.8,32.2,20.7
"{""lat"":",-87.8,",""lon"":",32.2,", ""pop"":",2.4,", ""des"":""","Marengo County, AL, African American 2.4%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":32.2,""lon"":-87.8, ""pop"":2.4, ""des"":""Marengo County, AL, African American 2.4%"", ""cls"":""grp1"", ""grp"":1},",African American,1,83,83,0.024096386,0.154280677,0,1,1091,AL,Marengo County,36476,-87.8,32.2,2.4
"{""lat"":",-87.9,",""lon"":",34.1,", ""pop"":",26.2,", ""des"":""","Marion County, AL, White 26.2%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":34.1,""lon"":-87.9, ""pop"":26.2, ""des"":""Marion County, AL, White 26.2%"", ""cls"":""grp0"", ""grp"":0},",White,0,65,65,0.261538462,0.44289259,0,1,1093,AL,Marion County,49448,-87.9,34.1,26.2
"{""lat"":",-86.3,",""lon"":",34.3,", ""pop"":",22.1,", ""des"":""","Marshall County, AL, White 22.1%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":34.3,""lon"":-86.3, ""pop"":22.1, ""des"":""Marshall County, AL, White 22.1%"", ""cls"":""grp0"", ""grp"":0},",White,0,222,222,0.220720721,0.415669795,0,1,1095,AL,Marshall County,134772,-86.3,34.3,22.1
"{""lat"":",-88.2,",""lon"":",30.7,", ""pop"":",16.7,", ""des"":""","Mobile County, AL, White 16.7%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":30.7,""lon"":-88.2, ""pop"":16.7, ""des"":""Mobile County, AL, White 16.7%"", ""cls"":""grp0"", ""grp"":0},",White,0,496,496,0.16733871,0.373654859,0,1,1097,AL,Mobile County,659512,-88.2,30.7,16.7
"{""lat"":",-88.2,",""lon"":",30.7,", ""pop"":",5.8,", ""des"":""","Mobile County, AL, African American 5.8%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":30.7,""lon"":-88.2, ""pop"":5.8, ""des"":""Mobile County, AL, African American 5.8%"", ""cls"":""grp1"", ""grp"":1},",African American,1,961,961,0.058272633,0.234380239,0,1,1097,AL,Mobile County,659512,-88.2,30.7,5.8
"{""lat"":",-87.4,",""lon"":",31.6,", ""pop"":",31,", ""des"":""","Monroe County, AL, White 31%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":31.6,""lon"":-87.4, ""pop"":31, ""des"":""Monroe County, AL, White 31%"", ""cls"":""grp0"", ""grp"":0},",White,0,29,29,0.310344828,0.470823615,0,1,1099,AL,Monroe County,39424,-87.4,31.6,31
"{""lat"":",-87.4,",""lon"":",31.6,", ""pop"":",12.1,", ""des"":""","Monroe County, AL, African American 12.1%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":31.6,""lon"":-87.4, ""pop"":12.1, ""des"":""Monroe County, AL, African American 12.1%"", ""cls"":""grp1"", ""grp"":1},",African American,1,58,58,0.120689655,0.328611444,0,1,1099,AL,Monroe County,39424,-87.4,31.6,12.1
"{""lat"":",-86.2,",""lon"":",32.2,", ""pop"":",14.6,", ""des"":""","Montgomery County, AL, White 14.6%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":32.2,""lon"":-86.2, ""pop"":14.6, ""des"":""Montgomery County, AL, White 14.6%"", ""cls"":""grp0"", ""grp"":0},",White,0,213,213,0.145539906,0.353475086,0,1,1101,AL,Montgomery County,361066,-86.2,32.2,14.6
"{""lat"":",-86.2,",""lon"":",32.2,", ""pop"":",4,", ""des"":""","Montgomery County, AL, African American 4%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":32.2,""lon"":-86.2, ""pop"":4, ""des"":""Montgomery County, AL, African American 4%"", ""cls"":""grp1"", ""grp"":1},",African American,1,778,778,0.039845758,0.195722539,0,1,1101,AL,Montgomery County,361066,-86.2,32.2,4
"{""lat"":",-86.8,",""lon"":",34.5,", ""pop"":",15.5,", ""des"":""","Morgan County, AL, White 15.5%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":34.5,""lon"":-86.8, ""pop"":15.5, ""des"":""Morgan County, AL, White 15.5%"", ""cls"":""grp0"", ""grp"":0},",White,0,265,265,0.154716981,0.36231894,0,1,1103,AL,Morgan County,188932,-86.8,34.5,15.5
"{""lat"":",-86.8,",""lon"":",34.5,", ""pop"":",6.9,", ""des"":""","Morgan County, AL, African American 6.9%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":34.5,""lon"":-86.8, ""pop"":6.9, ""des"":""Morgan County, AL, African American 6.9%"", ""cls"":""grp1"", ""grp"":1},",African American,1,101,101,0.069306931,0.255242071,0,1,1103,AL,Morgan County,188932,-86.8,34.5,6.9
"{""lat"":",-87.3,",""lon"":",32.6,", ""pop"":",8,", ""des"":""","Perry County, AL, African American 8%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":32.6,""lon"":-87.3, ""pop"":8, ""des"":""Perry County, AL, African American 8%"", ""cls"":""grp1"", ""grp"":1},",African American,1,50,50,0.08,0.274047516,0,1,1105,AL,Perry County,17088,-87.3,32.6,8
"{""lat"":",-88.1,",""lon"":",33.3,", ""pop"":",15.2,", ""des"":""","Pickens County, AL, White 15.2%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":33.3,""lon"":-88.1, ""pop"":15.2, ""des"":""Pickens County, AL, White 15.2%"", ""cls"":""grp0"", ""grp"":0},",White,0,33,33,0.151515152,0.364109541,0,1,1107,AL,Pickens County,34232,-88.1,33.3,15.2
"{""lat"":",-88.1,",""lon"":",33.3,", ""pop"":",10.5,", ""des"":""","Pickens County, AL, African American 10.5%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":33.3,""lon"":-88.1, ""pop"":10.5, ""des"":""Pickens County, AL, African American 10.5%"", ""cls"":""grp1"", ""grp"":1},",African American,1,86,86,0.104651163,0.307898752,0,1,1107,AL,Pickens County,34232,-88.1,33.3,10.5
"{""lat"":",-85.9,",""lon"":",31.8,", ""pop"":",20.6,", ""des"":""","Pike County, AL, White 20.6%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":31.8,""lon"":-85.9, ""pop"":20.6, ""des"":""Pike County, AL, White 20.6%"", ""cls"":""grp0"", ""grp"":0},",White,0,34,34,0.205882353,0.41042563,0,1,1109,AL,Pike County,45636,-85.9,31.8,20.6
"{""lat"":",-85.9,",""lon"":",31.8,", ""pop"":",8,", ""des"":""","Pike County, AL, African American 8%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":31.8,""lon"":-85.9, ""pop"":8, ""des"":""Pike County, AL, African American 8%"", ""cls"":""grp1"", ""grp"":1},",African American,1,87,87,0.08045977,0.273580514,0,1,1109,AL,Pike County,45636,-85.9,31.8,8
"{""lat"":",-85.5,",""lon"":",33.3,", ""pop"":",11.1,", ""des"":""","Randolph County, AL, White 11.1%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":33.3,""lon"":-85.5, ""pop"":11.1, ""des"":""Randolph County, AL, White 11.1%"", ""cls"":""grp0"", ""grp"":0},",White,0,45,45,0.111111111,0.317820863,0,1,1111,AL,Randolph County,36852,-85.5,33.3,11.1
"{""lat"":",-85.5,",""lon"":",33.3,", ""pop"":",7.7,", ""des"":""","Randolph County, AL, African American 7.7%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":33.3,""lon"":-85.5, ""pop"":7.7, ""des"":""Randolph County, AL, African American 7.7%"", ""cls"":""grp1"", ""grp"":1},",African American,1,39,39,0.076923077,0.269952762,0,1,1111,AL,Randolph County,36852,-85.5,33.3,7.7
"{""lat"":",-85.2,",""lon"":",32.3,", ""pop"":",18.2,", ""des"":""","Russell County, AL, White 18.2%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":32.3,""lon"":-85.2, ""pop"":18.2, ""des"":""Russell County, AL, White 18.2%"", ""cls"":""grp0"", ""grp"":0},",White,0,110,110,0.181818182,0.38745981,0,1,1113,AL,Russell County,80680,-85.2,32.3,18.2
"{""lat"":",-85.2,",""lon"":",32.3,", ""pop"":",12,", ""des"":""","Russell County, AL, African American 12%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":32.3,""lon"":-85.2, ""pop"":12, ""des"":""Russell County, AL, African American 12%"", ""cls"":""grp1"", ""grp"":1},",African American,1,167,167,0.119760479,0.325657726,0,1,1113,AL,Russell County,80680,-85.2,32.3,12
"{""lat"":",-86.3,",""lon"":",33.7,", ""pop"":",23.8,", ""des"":""","St. Clair County, AL, White 23.8%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":33.7,""lon"":-86.3, ""pop"":23.8, ""des"":""St. Clair County, AL, White 23.8%"", ""cls"":""grp0"", ""grp"":0},",White,0,143,143,0.237762238,0.427209121,0,1,1115,AL,St. Clair County,112032,-86.3,33.7,23.8
"{""lat"":",-86.3,",""lon"":",33.7,", ""pop"":",20,", ""des"":""","St. Clair County, AL, African American 20%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":33.7,""lon"":-86.3, ""pop"":20, ""des"":""St. Clair County, AL, African American 20%"", ""cls"":""grp1"", ""grp"":1},",African American,1,40,40,0.2,0.405095747,0,1,1115,AL,St. Clair County,112032,-86.3,33.7,20
"{""lat"":",-86.7,",""lon"":",33.3,", ""pop"":",21.3,", ""des"":""","Shelby County, AL, White 21.3%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":33.3,""lon"":-86.7, ""pop"":21.3, ""des"":""Shelby County, AL, White 21.3%"", ""cls"":""grp0"", ""grp"":0},",White,0,183,183,0.213114754,0.410631547,0,1,1117,AL,Shelby County,269036,-86.7,33.3,21.3
"{""lat"":",-86.7,",""lon"":",33.3,", ""pop"":",8.3,", ""des"":""","Shelby County, AL, African American 8.3%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":33.3,""lon"":-86.7, ""pop"":8.3, ""des"":""Shelby County, AL, African American 8.3%"", ""cls"":""grp1"", ""grp"":1},",African American,1,72,72,0.083333333,0.27832497,0,1,1117,AL,Shelby County,269036,-86.7,33.3,8.3
"{""lat"":",-88.2,",""lon"":",32.6,", ""pop"":",0,", ""des"":""","Sumter County, AL, African American 0%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":32.6,""lon"":-88.2, ""pop"":0, ""des"":""Sumter County, AL, African American 0%"", ""cls"":""grp1"", ""grp"":1},",African American,1,82,82,0,0,0,0,1119,AL,Sumter County,21892,-88.2,32.6,0
"{""lat"":",-86.2,",""lon"":",33.4,", ""pop"":",15.3,", ""des"":""","Talladega County, AL, White 15.3%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":33.4,""lon"":-86.2, ""pop"":15.3, ""des"":""Talladega County, AL, White 15.3%"", ""cls"":""grp0"", ""grp"":0},",White,0,163,163,0.153374233,0.36145833,0,1,1121,AL,Talladega County,129662,-86.2,33.4,15.3
"{""lat"":",-86.2,",""lon"":",33.4,", ""pop"":",9.8,", ""des"":""","Talladega County, AL, African American 9.8%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":33.4,""lon"":-86.2, ""pop"":9.8, ""des"":""Talladega County, AL, African American 9.8%"", ""cls"":""grp1"", ""grp"":1},",African American,1,214,214,0.098130841,0.298188997,0,1,1121,AL,Talladega County,129662,-86.2,33.4,9.8
"{""lat"":",-85.8,",""lon"":",32.9,", ""pop"":",15.1,", ""des"":""","Tallapoosa County, AL, White 15.1%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":32.9,""lon"":-85.8, ""pop"":15.1, ""des"":""Tallapoosa County, AL, White 15.1%"", ""cls"":""grp0"", ""grp"":0},",White,0,73,73,0.150684932,0.360217252,0,1,1123,AL,Tallapoosa County,68070,-85.8,32.9,15.1
"{""lat"":",-85.8,",""lon"":",32.9,", ""pop"":",16,", ""des"":""","Tallapoosa County, AL, African American 16%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":32.9,""lon"":-85.8, ""pop"":16, ""des"":""Tallapoosa County, AL, African American 16%"", ""cls"":""grp1"", ""grp"":1},",African American,1,100,100,0.16,0.368452949,0,1,1123,AL,Tallapoosa County,68070,-85.8,32.9,16
"{""lat"":",-87.5,",""lon"":",33.3,", ""pop"":",17,", ""des"":""","Tuscaloosa County, AL, White 17%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":33.3,""lon"":-87.5, ""pop"":17, ""des"":""Tuscaloosa County, AL, White 17%"", ""cls"":""grp0"", ""grp"":0},",White,0,212,212,0.169811321,0.376355638,0,1,1125,AL,Tuscaloosa County,268870,-87.5,33.3,17
"{""lat"":",-87.5,",""lon"":",33.3,", ""pop"":",6,", ""des"":""","Tuscaloosa County, AL, African American 6%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":33.3,""lon"":-87.5, ""pop"":6, ""des"":""Tuscaloosa County, AL, African American 6%"", ""cls"":""grp1"", ""grp"":1},",African American,1,401,401,0.059850374,0.237505742,0,1,1125,AL,Tuscaloosa County,268870,-87.5,33.3,6
"{""lat"":",-87.3,",""lon"":",33.8,", ""pop"":",11.7,", ""des"":""","Walker County, AL, White 11.7%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":33.8,""lon"":-87.3, ""pop"":11.7, ""des"":""Walker County, AL, White 11.7%"", ""cls"":""grp0"", ""grp"":0},",White,0,214,214,0.11682243,0.321961705,0,1,1127,AL,Walker County,118542,-87.3,33.8,11.7
"{""lat"":",-87.3,",""lon"":",33.8,", ""pop"":",8.3,", ""des"":""","Walker County, AL, African American 8.3%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":33.8,""lon"":-87.3, ""pop"":8.3, ""des"":""Walker County, AL, African American 8.3%"", ""cls"":""grp1"", ""grp"":1},",African American,1,36,36,0.083333333,0.280305955,0,1,1127,AL,Walker County,118542,-87.3,33.8,8.3
"{""lat"":",-88.2,",""lon"":",31.4,", ""pop"":",28.1,", ""des"":""","Washington County, AL, White 28.1%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":31.4,""lon"":-88.2, ""pop"":28.1, ""des"":""Washington County, AL, White 28.1%"", ""cls"":""grp0"", ""grp"":0},",White,0,32,32,0.28125,0.456803409,0,1,1129,AL,Washington County,29864,-88.2,31.4,28.1
"{""lat"":",-88.2,",""lon"":",31.4,", ""pop"":",5.4,", ""des"":""","Washington County, AL, African American 5.4%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":31.4,""lon"":-88.2, ""pop"":5.4, ""des"":""Washington County, AL, African American 5.4%"", ""cls"":""grp1"", ""grp"":1},",African American,1,37,37,0.054054054,0.229243435,0,1,1129,AL,Washington County,29864,-88.2,31.4,5.4
"{""lat"":",-87.3,",""lon"":",32,", ""pop"":",16.7,", ""des"":""","Wilcox County, AL, White 16.7%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":32,""lon"":-87.3, ""pop"":16.7, ""des"":""Wilcox County, AL, White 16.7%"", ""cls"":""grp0"", ""grp"":0},",White,0,12,12,0.166666667,0.389249472,0,1,1131,AL,Wilcox County,19812,-87.3,32,16.7
"{""lat"":",-87.3,",""lon"":",32,", ""pop"":",2.6,", ""des"":""","Wilcox County, AL, African American 2.6%",""", ""cls"":""grp",1,""", ""grp"":",1,"},","{""lat"":32,""lon"":-87.3, ""pop"":2.6, ""des"":""Wilcox County, AL, African American 2.6%"", ""cls"":""grp1"", ""grp"":1},",African American,1,77,77,0.025974026,0.160100789,0,1,1131,AL,Wilcox County,19812,-87.3,32,2.6
"{""lat"":",-87.4,",""lon"":",34.2,", ""pop"":",13.8,", ""des"":""","Winston County, AL, White 13.8%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":34.2,""lon"":-87.4, ""pop"":13.8, ""des"":""Winston County, AL, White 13.8%"", ""cls"":""grp0"", ""grp"":0},",White,0,58,58,0.137931035,0.347839238,0,1,1133,AL,Winston County,39980,-87.4,34.2,13.8
"{""lat"":",-149.3,",""lon"":",61.2,", ""pop"":",18.9,", ""des"":""","Anchorage Borough, AK, White 18.9%",""", ""cls"":""grp",0,""", ""grp"":",0,"},","{""lat"":61.2,""lon"":-149.3, ""pop"":18.9, ""des"":""Anchorage Borough, AK, White 18.9%"", ""cls"":""grp0"", ""grp"":0},",White,0,280,280,0.189285714,0.392436818,0,1,2020,AK,Anchorage Borough,445484,-149.3,61.2,18.9
